"编号","开始答题时间","结束答题时间","答题时长","1.您在过去一年中绝大部分时间（指在9个月以上）居住在？","2.您现在有工作吗？","3.您的年龄是？","4.您的常住地在？","5.您有多少个孩子？","6.您一般每天会在家务劳动（如：买菜做饭、做卫生、照顾孩子等）上花费多少个小时？","7.除了睡觉时间外，您每天的闲暇时间（即没有事情做的时间）有多少个小时？","8.您现在希望拥有工作吗?","9.您想参加工作的主要原因是什么？:增加家庭收入，改善家庭经济条件","9.您想参加工作的主要原因是什么？:结识更多的人，拓宽社交圈子","9.您想参加工作的主要原因是什么？:获得社会认可，实现个人价值","9.您想参加工作的主要原因是什么？:学习新的技能，充实自身 ","9.您想参加工作的主要原因是什么？:响应政策鼓励，如政府扶持的乡村振兴项目或技能培训计划等","9.您想参加工作的主要原因是什么？:其他（请注明：____{fillblank-e7a9}）","9.您想参加工作的主要原因是什么？:其他（请注明：____{fillblank-e7a9}）[选项填空]","10.您不想参加工作的主要原因是什么？:需要全职照顾孩子/老人","10.您不想参加工作的主要原因是什么？:身体健康条件不允许","10.您不想参加工作的主要原因是什么？:认为自己作为女性不该外出工作","10.您不想参加工作的主要原因是什么？:周边没有适合的工作机会","10.您不想参加工作的主要原因是什么？:现有技能达不到工作要求","10.您不想参加工作的主要原因是什么？:家庭收入已经满足生活需求，无需再参与工作","10.您不想参加工作的主要原因是什么？:其他（请注明：____{fillblank-9dd1}）","10.您不想参加工作的主要原因是什么？:其他（请注明：____{fillblank-9dd1}）[选项填空]","11.您希望它是全职还是兼职工作？","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:稳定且可预期的收入","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:享受完整的员工福利（社保、医保、休假等）","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:更清晰的职业发展和晋升机会","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:深入参与工作，获得全面经验","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:看重工作稳定性和安全感","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:建立团队归属感","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:便于个人生活和财务规划","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:满足事业心和成就感","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:承担更重要的职责","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:其他（请注明：____{fillblank-832e}）","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:其他（请注明：____{fillblank-832e}）[选项填空]","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:追求工作与生活平衡","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:需要时间照顾家庭（育儿、养老等）","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:需要时间学习或深造","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:看重工作时间和地点的灵活性","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:同时从事多份工作或发展副业","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:减轻工作压力，保持身心健康","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:作为进入新行业或重返职场的过渡","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:已有其他主要收入来源","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:探索工作多样性或兴趣","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:避免职业倦怠，保持热情","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:身体状况/精力限制","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:增加收入但不愿承担全职责任","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:其他（请注明：____{fillblank-a8c1}）","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:其他（请注明：____{fillblank-a8c1}）[选项填空]","14.您希望它是线上的还是线下的？","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:节省通勤时间和成本","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:工作时间和地点更灵活自由","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:能更好地平衡工作和生活/家庭","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:可以跨地域工作（不受居住地限制）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:工作环境更舒适自在（如在家）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:减少外界干扰，更能专注任务","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:更便于安排个人事务（如看病、接送等）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:个人偏好（习惯/喜欢线上工作模式）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:其他（请注明：____{fillblank-e269}）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:其他（请注明：____{fillblank-e269}）[选项填空]","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:促进面对面沟通和团队协作","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:建立更紧密的同事关系和归属感","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:工作内容或性质需要特定场所/设备（如实验室、机器、门店）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:清晰分隔工作与生活空间","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:需要现场指导或管理","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:减少在家工作的干扰（如孩子、家务等）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:享受公司提供的办公环境和资源","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:个人偏好（习惯/喜欢线下工作氛围）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:工作性质要求必须线下完成（如制造、医护、服务等）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:其他（请注明：____{fillblank-2202}）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:其他（请注明：____{fillblank-2202}）[选项填空]","17.您最希望每周工作多少天？","18.您最希望每天工作多少个小时？","19.您最希望这份工作每个月的收入有多少元？","20.您觉得这份工作中的社会保险（如基本养老保险、基本医疗保险、失业保险、工伤保险和生育保险）重要吗？","21.您觉得这份工作中，签订劳动合同重要吗？","22.您的学历是？","23.您以前有参加过工作吗？","24.您的累计工作年限（即参加工作的年数）一共多少年？","25.阅读以下工作内容，选择最符合您的实际情况的选项","26.阅读以下工作内容，选择最符合您的实际情况的选项","27.阅读以下工作内容，选择最符合您的实际情况的选项","28.阅读以下工作内容，选择最符合您的实际情况的选项","29.阅读以下工作内容，选择最符合您的实际情况的选项","30.本题请选择3分的选项","31.阅读以下工作内容，选择最符合您的实际情况的选项","32.阅读以下工作内容，选择最符合您的实际情况的选项","33.阅读以下工作内容，选择最符合您的实际情况的选项","34.您会使用手机、电脑等来上网吗？","35.当您在网上搜索信息（如新闻、知识、解决方案）时，您评估信息来源可靠性和信息真实性的能力如何？","36.您使用在线工具或软件（如文档协作、项目管理、在线会议、专业软件/APP）与他人合作完成工作或学习任务的熟练程度如何？","37.您在互联网上创作和分享原创内容（如撰写博客/公众号/帖子、制作发布图片/视频、编写代码、设计作品等）的经验和能力如何？","38.您对保护个人隐私信息和防范网络安全风险（如诈骗、病毒、钓鱼链接）的意识和采取的措施如何？","39.当您在使用数字设备或网络服务遇到技术问题（如软件无法使用、网络连接故障、设备设置问题）时，您通常如何解决？","40.您懂用电脑或手机做什么工作？:进行修图、视频剪辑的工作","40.您懂用电脑或手机做什么工作？:在手机上销售自家商品（如农产品、手工品）","40.您懂用电脑或手机做什么工作？:通过直播介绍商品","40.您懂用电脑或手机做什么工作？:用手机记录数据（如大棚温度、农村路况）","40.您懂用电脑或手机做什么工作？:通过手机视频教别人手工、烹饪等技能","40.您懂用电脑或手机做什么工作？:进行语言类标注工作（如字幕制作、方言翻译等）","40.您懂用电脑或手机做什么工作？:做在线客服工作","40.您懂用电脑或手机做什么工作？:其他（请填写：____{fillblank-58e0}）","40.您懂用电脑或手机做什么工作？:其他（请填写：____{fillblank-58e0}）[选项填空]","41.以下软件中，您会使用哪些？:手机文件管理器","41.以下软件中，您会使用哪些？:PowerPoint（PPT）","41.以下软件中，您会使用哪些？:Word","41.以下软件中，您会使用哪些？:Excel","41.以下软件中，您会使用哪些？:WPS","41.以下软件中，您会使用哪些？:PS/美图秀秀/醒图等","41.以下软件中，您会使用哪些？:Pr/剪映/必剪等","41.以下软件中，您会使用哪些？:抖音/快手","41.以下软件中，您会使用哪些？:淘宝/京东/拼多多","41.以下软件中，您会使用哪些？:支付宝","41.以下软件中，您会使用哪些？:腾讯会议","语言","清洗数据结果","智能清洗数据无效概率","地理位置国家和地区","地理位置省","地理位置市","自定义字段","IP","UA","Referrer",
"83","22-Aug-2025 20:46:22","22-Aug-2025 20:50:30","248","2","3","25","2","1","2","6","1","1","","1","1","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","","","","1","1","","","","5","9","	6000","1","1","6","1","1","6","5","5","4","6","4","7","7","5","1","4","4","3","4","4","1","","","1","","1","","","","1","1","1","1","1","1","1","1","1","1","","简体中文","未清洗","","中国","湖北省","襄阳市","","221.235.197.22","mozilla/5.0 (linux; u; android 13;iQOO U5e zh-cn; V2217A build/tp1a.220624.014) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/100.0.4896.58 quark/6.1.3.240 mobile safari/537.36","",
"82","22-Aug-2025 20:44:15","22-Aug-2025 20:45:45","90","1","2","35","2","3","11","7","1","1","","1","1","","","","","","","","","","","","1","1","","","1","","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","1","","1","","1","","","","","5","8","	5400","2","1","3","1","10","5","4","4","6","4","4","4","6","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","111.227.132.200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"81","22-Aug-2025 20:37:22","22-Aug-2025 20:45:17","475","2","3","42","3","3","6","6","1","1","","1","1","1","","","","","","","","","","","1","1","1","","","","","1","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","1","1","","","","","","","","5","10","	4000","2","2","4","1","10","5","4","4","4","3","4","5","4","4","1","3","2","2","3","3","","","","1","","","","","","1","","","","","1","","1","1","1","","简体中文","未清洗","","中国","云南省","保山市","","39.128.217.79","Mozilla/5.0 (Linux; U; Android 15; zh-cn; PJE110 Build/TP1A.220905.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/115.0.5790.168 Mobile Safari/537.36 HeyTapBrowser/40.9.9.2","",
"80","22-Aug-2025 20:37:23","22-Aug-2025 20:44:30","427","2","3","36","3","2","7","5","1","","1","1","","","","","","","","","","","","","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","1","1","","","","1","","","","","","5","8","	3500","1","2","4","1","7","3","5","5","3","3","4","3","4","3","1","2","3","3","2","3","1","","","","","","1","","","","","1","","","","","1","1","1","","简体中文","未清洗","","中国","湖北省","荆门市","","111.182.44.198","","",
"79","22-Aug-2025 20:42:35","22-Aug-2025 20:43:59","84","2","3","43","1","3","10","7","1","1","","1","","1","","","","","","","","","","","1","","","1","","","1","1","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","1","","","1","1","","1","","","5","8","	3500","2","2","4","1","12","4","5","4","5","5","4","4","5","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","110.255.241.124","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"78","22-Aug-2025 20:40:58","22-Aug-2025 20:42:25","87","2","3","40","2","2","9","7","1","","","1","1","","","","","","","","","","","","1","","","1","","","1","1","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","1","","1","1","1","","","6","8","	3700","1","2","4","1","18","4","6","5","5","5","4","5","6","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","120.6.154.110","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","https://wj.qq.com/s2/23441710/vnvk/",
"77","22-Aug-2025 20:35:28","22-Aug-2025 20:41:20","352","2","3","30","3","2","14","2","2","","","","","","","","1","1","","","","","","","2","","","","","","","","","","","","","1","","","","","","","","","1","","","","1","","","","","","","1","1","","","","","","","","","","","","","","5","6","	2300","2","2","5","1","4","4","5","5","3","4","4","2","6","4","1","3","3","3","3","3","1","","","","1","","1","","","","1","1","1","","","1","1","1","1","1","简体中文","未清洗","","中国","四川省","绵阳市","","182.136.100.239","mozilla/5.0 (linux; u; android 13;iQOO U5 zh-cn; V2165A build/tp1a.220624.014) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/100.0.4896.58 quark/6.1.3.240 mobile safari/537.36","",
"76","22-Aug-2025 20:38:46","22-Aug-2025 20:40:01","75","2","3","39","4","2","10","7","2","","","","","","","","1","","","","1","","","","2","","","","","","","","","","","","","1","","","","1","","","1","","","","","","1","","","","1","","","1","1","","","","","","","","","","","","","","6","8","	5300","2","1","4","1","12","5","6","5","6","5","4","5","6","5","1","4","3","4","4","3","","1","1","","","","","","","","","","","","1","1","1","1","1","","简体中文","未清洗","","中国","河北省","秦皇岛市","","60.7.223.190","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"75","22-Aug-2025 20:36:03","22-Aug-2025 20:38:09","126","2","3","38","4","2","9","6","1","","","1","1","","","","","","","","","","","","1","","","","","1","1","","1","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","1","1","","","","1","","","","6","8","	4100","2","3","4","1","9","4","6","6","4","5","4","5","6","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.199.76.114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"74","22-Aug-2025 20:34:49","22-Aug-2025 20:36:15","86","2","3","40","1","3","10","8","1","1","","1","","","","","","","","","","","","","1","","","","1","","1","","","1","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","","","1","","","","","5","8","	4300","2","1","4","1","6","4","6","5","5","5","4","5","5","5","1","4","4","3","4","4","","","","1","1","","","","","","","","","","","1","1","1","1","","简体中文","未清洗","","中国","河北省","秦皇岛市","","106.119.152.239","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","https://wj.qq.com/s2/23441710/vnvk/",
"73","22-Aug-2025 20:30:23","22-Aug-2025 20:35:15","292","2","3","48","1","3","4","5","1","1","1","1","","","","","","","","","","","","","2","","","","","","","","","","","","","1","","1","","","","","","","","","","","2","","","","","","","","","","","","1","","","1","1","","","","","","6","10","	5000","2","3","3","2","0","4","4","4","3","4","4","5","7","3","1","2","2","2","3","2","","","","1","","","","","","1","","","","","","","1","1","","","简体中文","未清洗","","中国","广东省","梅州市","","120.81.188.250","Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1","",
"72","22-Aug-2025 20:30:09","22-Aug-2025 20:32:42","153","2","3","36","2","3","10","9","1","1","","1","1","","","","","","","","","","","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","","1","","","","","","6","8","	3400","2","1","5","1","10","5","5","6","4","5","4","5","6","6","1","3","3","4","4","4","","1","","1","1","","","","","","","","","","1","1","1","1","1","","简体中文","未清洗","","中国","河北省","秦皇岛市","","123.181.202.160","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","https://wj.qq.com/s2/23441710/vnvk/",
"71","22-Aug-2025 20:27:16","22-Aug-2025 20:30:57","221","2","3","42","2","2","9","7","2","","","","","","","","1","1","","1","","1","","","1","","","1","1","","","1","","","","","","","","","","","","","","","","","","","1","","1","","","","1","1","","","","","","","","","","","","","","","6","8","	5200","2","1","4","1","10","5","6","6","5","6","4","6","5","6","1","4","4","4","3","4","","","","","1","","1","","","","","","","","","1","","1","1","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.198.21.103","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"70","22-Aug-2025 20:24:40","22-Aug-2025 20:28:52","252","2","3","33","2","1","8","5","1","","","1","1","","","","","","","","","","","","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","","1","","","","","","6","8","	4100","2","2","4","1","7","5","6","5","6","5","4","5","5","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","106.118.85.64","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"69","22-Aug-2025 20:24:49","22-Aug-2025 20:28:40","231","2","3","39","2","3","7","5","2","","","","","","","","1","","","","1","","","","2","","","","","","","","","","","","","","","","1","","","","","","1","","","","1","","1","1","","","","1","","","","","","","","","","","","","","","5","8","	4000","3","2","4","1","12","4","5","4","4","4","4","5","5","4","1","3","3","3","3","4","1","","","1","","","","","","1","1","1","1","","","","1","1","1","","简体中文","未清洗","","中国","江西省","宜春市","","183.219.50.136","Mozilla/5.0 (Linux; U; Android 15; zh-cn; ALI-AN00 Build/HONORALI-AN00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/121.0.6167.71 MQQBrowser/19.3 Mobile Safari/537.36 COVC/048003","",
"68","22-Aug-2025 20:23:25","22-Aug-2025 20:25:56","151","2","3","37","4","3","10","8","1","","","1","1","","","","","","","","","","","","1","","1","","","1","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","1","","1","","1","","","","","6","8","	5000","1","2","4","1","9","5","4","5","5","4","4","5","6","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","110.255.189.221","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"67","22-Aug-2025 20:22:52","22-Aug-2025 20:24:07","75","2","3","42","1","3","10","7","1","1","1","","1","","","","","","","","","","","","1","","1","1","","1","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","","","","1","1","","","","6","8","	3600","2","3","5","1","7","5","6","6","5","6","4","5","5","6","1","4","3","4","3","4","","","1","1","","1","","","","1","","","","","1","1","1","1","1","1","简体中文","未清洗","","中国","河北省","秦皇岛市","","110.255.189.221","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","https://wj.qq.com/s2/23441710/vnvk/",
"66","22-Aug-2025 20:15:22","22-Aug-2025 20:21:29","367","2","3","28","4","1","7","5","1","1","1","","","1","","","","","","","","","","","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","1","1","","","1","","","","5","9","	5000","1","2","5","1","3","6","5","5","4","4","4","4","6","5","1","3","4","3","4","4","1","","","","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","简体中文","未清洗","","中国","吉林省","辽源市","","111.27.249.89","mozilla/5.0 (linux; android 13; vivo  X Fold V2178A; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/87.0.4280.141 mobile safari/537.36 vivobrowser/14.5.0.0","",
"65","22-Aug-2025 20:19:47","22-Aug-2025 20:21:07","80","2","3","40","1","3","10","9","1","","1","","1","","","","","","","","","","","","1","","","","1","","","1","","1","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","1","1","","","1","1","","","","6","8","	4600","2","2","4","1","10","5","6","7","5","5","4","5","6","6","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","106.118.125.161","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","https://wj.qq.com/s2/23441710/vnvk/",
"64","22-Aug-2025 20:14:46","22-Aug-2025 20:19:36","290","2","3","41","2","3","8","6","1","1","1","","1","","","","","","","","","","","","1","","","","1","1","","1","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","1","","","1","","1","","","","6","8","	4000","1","2","4","1","12","5","4","5","4","5","4","4","5","5","1","3","4","4","4","4","1","1","","","1","","","","","1","1","1","1","1","1","1","1","1","1","1","简体中文","未清洗","","中国","河北省","秦皇岛市","","106.118.125.112","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"63","22-Aug-2025 20:16:21","22-Aug-2025 20:17:56","95","2","3","35","3","3","10","7","1","1","","","1","1","","","","","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","1","1","","","","1","1","","","","","5","8","	4000","2","1","4","1","8","5","6","5","5","6","4","5","6","6","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","106.118.125.134","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"62","22-Aug-2025 20:11:07","22-Aug-2025 20:12:50","103","2","3","35","2","2","10","9","2","","","","","","","","","1","","","1","1","","","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","1","","","","","","","","","","","","","","","","","5","8","	6000","2","1","5","1","10","4","5","5","6","5","4","5","5","6","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","106.118.110.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"61","22-Aug-2025 20:10:18","22-Aug-2025 20:11:24","66","2","3","39","2","2","10","8","1","1","","1","1","","","","","","","","","","","","1","","1","","","","","","1","1","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","1","","","","1","1","","","","6","8","	5000","2","1","4","1","5","5","6","5","4","5","4","5","5","6","1","3","3","3","4","4","","","1","1","","","","","","1","","","","","","","1","1","1","1","简体中文","未清洗","","中国","河北省","秦皇岛市","","106.8.49.152","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"60","22-Aug-2025 20:02:01","22-Aug-2025 20:10:00","479","2","3","46","1","4","7","4","1","1","","","","1","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","1","","","1","","","","","3","5","	1800","2","3","3","1","7","1","2","2","1","2","4","1","2","1","1","1","1","1","1","1","","1","","","","","","","","","","","","","","","1","","","","简体中文","未清洗","","中国","福建省","南平市","","27.150.41.248","Mozilla/5.0 (Linux; Android 13; Galaxy A54 5G Build/TP1A.220905.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5304.141 Mobile Safari/537.36 Grab/12.3.4 (Android; en-MY; MY)","",
"59","22-Aug-2025 20:08:07","22-Aug-2025 20:09:29","82","2","3","38","1","2","9","7","1","","1","1","","","","","","","","","","","","","1","","","1","","1","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","1","","1","","","","","","","5","8","	3500","1","2","4","1","9","4","5","5","6","5","4","5","5","6","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.199.78.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","https://wj.qq.com/s2/23441710/vnvk/",
"58","22-Aug-2025 20:05:25","22-Aug-2025 20:08:00","155","2","2","36","2","2","10","8","1","1","","1","","","","","","","","","","","","","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","1","","1","","1","","","1","","","","6","10","	5000","2","1","4","1","11","4","5","6","5","6","4","5","6","4","1","4","2","3","3","3","","","","","1","","","","","1","","","","","","","1","1","1","","简体中文","未清洗","","中国","河北省","秦皇岛市","","111.227.226.110","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"57","22-Aug-2025 20:03:38","22-Aug-2025 20:05:05","87","2","3","36","1","2","11","9","1","","1","1","","","","","","","","","","","","","1","","","1","1","","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","","1","","1","","","","","6","8","	3500","1","2","4","1","10","5","5","4","5","6","4","5","6","5","1","3","1","3","3","4","","","","","","","1","","","","","","","","1","","1","1","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.199.77.208","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"56","22-Aug-2025 19:51:56","22-Aug-2025 20:03:09","673","1","3","35","2","3","9","6","1","1","","1","","","","","","","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","1","1","","","","","","","5","7","	3000","1","2","3","1","9","5","5","5","6","5","4","5","5","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.199.76.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"55","22-Aug-2025 19:56:58","22-Aug-2025 20:01:40","282","2","3","42","1","3","9","5","1","","1","1","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","1","1","","","","1","","","","","1","1","","","","1","1","","","","","","","","","","","","","","","","5","8","	3000","2","2","4","1","8","2","2","2","1","2","4","2","2","2","1","1","1","2","1","1","1","","","","","","","","","","","","","","","","1","1","","","简体中文","未清洗","","中国","福建省","福州市","","220.200.57.218","Mozilla/5.0 (Linux; U; Android 11; zh-cn; M2101K9C Build/RKQ1.201112.002) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/121.0.6167.71 MQQBrowser/19.3 Mobile Safari/537.36 COVC/048201","",
"54","22-Aug-2025 19:52:57","22-Aug-2025 20:01:09","492","2","3","39","2","3","11","7","2","","","","","","","","1","","","","1","","","","2","","","","","","","","","","","","1","","","1","1","","","","","","","","","","1","","1","1","","","1","","","","","","","","","","","","","","","","5","8","	4000","2","1","4","1","11","5","5","6","6","6","4","5","5","6","1","4","4","4","4","3","","","","","","1","1","","","","","","","","","1","1","1","1","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.199.76.167","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
